file_path,biggest_num_pts,biggest_num_pts_z
/mnt/r/229513.gcode,1605,5.95
/mnt/r/229815.gcode,350,9.95
/mnt/r/23006.gcode,89,0.35
/mnt/r/230089.gcode,1741,3.35
/mnt/r/236213.gcode,778,61.55
/mnt/r/236886.gcode,2609,0.95
/mnt/r/237117.gcode,479,0.35
/mnt/r/237182.gcode,434,0.35
/mnt/r/237235.gcode,4626,1.75
/mnt/r/23742.gcode,245,5.75
/mnt/r/237489.gcode,781,1.15
/mnt/r/237597.gcode,899,2.15
/mnt/r/237668.gcode,296,0.35
/mnt/r/237694.gcode,79,0.35
/mnt/r/237782.gcode,2221,75.95
/mnt/r/241955.gcode,1501,2.55
/mnt/r/241960.gcode,1471,2.55
/mnt/r/241965.gcode,3195,26.35
/mnt/r/242980.gcode,855,5.75
/mnt/r/243236.gcode,2123,2.35
/mnt/r/24336.gcode,297,3.95
/mnt/r/243444.gcode,1598,0.75
/mnt/r/243481.gcode,3422,0.35
/mnt/r/243482.gcode,845,0.55
/mnt/r/243574.gcode,296,0.35
/mnt/r/24367.gcode,1479,20.15
/mnt/r/243929.gcode,4230,7.35
/mnt/r/244049.gcode,6488,0.75
/mnt/r/244167.gcode,1517,23.75
/mnt/r/24464.gcode,461,39.15
/mnt/r/245008.gcode,234,19.35
/mnt/r/245098.gcode,2130,12.55
/mnt/r/245319.gcode,697,3.75
/mnt/r/24536.gcode,644,0.35
/mnt/r/245373.gcode,4044,16.95
/mnt/r/246763.gcode,419,65.75
/mnt/r/247039.gcode,299,40.35
/mnt/r/247477.gcode,1306,6.75
/mnt/r/248003.gcode,2773,0.95
/mnt/r/248197.gcode,491,0.95
/mnt/r/248206.gcode,376,2.55
/mnt/r/248216.gcode,389,20.55
/mnt/r/24833.gcode,518,0.95
/mnt/r/248348.gcode,25,0.35
/mnt/r/248392.gcode,6784,1.15
/mnt/r/248430.gcode,1517,23.75
/mnt/r/248442.gcode,1669,6.35
/mnt/r/24867.gcode,11739,6.15
/mnt/r/250430.gcode,1693,11.15
/mnt/r/250454.gcode,643,23.95
/mnt/r/250906.gcode,349,0.35
/mnt/r/250909.gcode,283,1.75
/mnt/r/251128.gcode,2338,0.55
/mnt/r/251582.gcode,342,2.95
/mnt/r/251588.gcode,2097,1.35
/mnt/r/25172.gcode,85,42.15
/mnt/r/251787.gcode,1585,0.95
/mnt/r/251923.gcode,572,1.75
/mnt/r/251945.gcode,2997,11.55
/mnt/r/251984.gcode,3095,6.55
/mnt/r/25290.gcode,2103,2.15
/mnt/r/25308.gcode,1787,3.55
/mnt/r/253634.gcode,2603,0.55
/mnt/r/253672.gcode,2898,8.55
/mnt/r/254221.gcode,2676,0.95
/mnt/r/254273.gcode,700,3.35
/mnt/r/254302.gcode,0,None
/mnt/r/254313.gcode,0,None
/mnt/r/254340.gcode,879,5.75
/mnt/r/254360.gcode,4378,34.75
/mnt/r/256667.gcode,286,2.75
/mnt/r/256700.gcode,521,4.15
/mnt/r/256717.gcode,648,3.55
/mnt/r/256832.gcode,472,6.15
/mnt/r/256912.gcode,2375,2.55
/mnt/r/257178.gcode,744,3.35
/mnt/r/257262.gcode,887,1.15
/mnt/r/257387.gcode,2953,1.15
/mnt/r/258746.gcode,3130,0.75
/mnt/r/258836.gcode,2943,0.95
/mnt/r/25902.gcode,1382,13.55
/mnt/r/260204.gcode,431,0.35
/mnt/r/260251.gcode,947,5.75
/mnt/r/260446.gcode,1281,2.55
/mnt/r/260520.gcode,400,29.35
/mnt/r/260849.gcode,2145,2.15
/mnt/r/260952.gcode,2874,0.95
/mnt/r/262086.gcode,9499,0.55
/mnt/r/262099.gcode,1657,0.95
/mnt/r/26214.gcode,791,4.35
/mnt/r/262185.gcode,665,39.55
/mnt/r/262692.gcode,2632,4.15
/mnt/r/263040.gcode,506,0.35
/mnt/r/263041.gcode,2049,2.55
/mnt/r/263210.gcode,2749,20.95
/mnt/r/264618.gcode,1978,0.95
/mnt/r/264620.gcode,4765,3.35
/mnt/r/268530.gcode,443,18.15
/mnt/r/268570.gcode,986,79.55
/mnt/r/269579.gcode,9845,1.55
/mnt/r/269735.gcode,2008,0.35
/mnt/r/270366.gcode,1393,49.55
/mnt/r/271230.gcode,2073,5.35
/mnt/r/271774.gcode,874,14.55
/mnt/r/271928.gcode,431,0.35
/mnt/r/271951.gcode,30,1.55
/mnt/r/27196.gcode,11116,9.55
/mnt/r/274568.gcode,521,2.55
/mnt/r/274798.gcode,638,30.55
/mnt/r/276167.gcode,5731,9.55
/mnt/r/278736.gcode,5524,1.35
/mnt/r/278917.gcode,216,0.35
/mnt/r/279007.gcode,1568,4.55
/mnt/r/279091.gcode,104,2.75
/mnt/r/279124.gcode,192,3.35
/mnt/r/279144.gcode,2005,0.95
/mnt/r/279175.gcode,1896,0.95
/mnt/r/27921.gcode,824,1.55
/mnt/r/279426.gcode,1558,1.35
/mnt/r/280589.gcode,1832,0.35
/mnt/r/280594.gcode,44,0.35
/mnt/r/28061.gcode,2402,5.15
/mnt/r/28467.gcode,1788,9.75
/mnt/r/284756.gcode,877,50.95
/mnt/r/28534.gcode,2525,14.55
/mnt/r/286438.gcode,120,23.75
/mnt/r/286586.gcode,887,4.95
/mnt/r/286608.gcode,35,0.35
/mnt/r/286612.gcode,3161,0.95
/mnt/r/286973.gcode,3422,2.15
/mnt/r/292363.gcode,995,86.95
/mnt/r/295006.gcode,664,14.95
/mnt/r/29517.gcode,918,0.95
/mnt/r/295323.gcode,48,2.15
/mnt/r/295361.gcode,574,0.95
/mnt/r/295699.gcode,3754,2.35
/mnt/r/295914.gcode,5074,2.35
/mnt/r/296001.gcode,5875,1.75
/mnt/r/296156.gcode,9264,1.15
/mnt/r/29638.gcode,364,12.35
/mnt/r/296663.gcode,572,26.95
/mnt/r/29670.gcode,1416,0.95
/mnt/r/298767.gcode,777,98.35
/mnt/r/299316.gcode,622,0.35
/mnt/r/299665.gcode,686,24.75
/mnt/r/299834.gcode,1007,5.95
/mnt/r/30001.gcode,0,None
/mnt/r/30008.gcode,2688,2.15
/mnt/r/303605.gcode,333,16.55
/mnt/r/303778.gcode,585,1.75
/mnt/r/303820.gcode,2771,0.75
/mnt/r/30386.gcode,2929,0.95
/mnt/r/307061.gcode,335,0.95
/mnt/r/307200.gcode,0,None
/mnt/r/307277.gcode,235,3.75
/mnt/r/307297.gcode,727,0.95
/mnt/r/307881.gcode,544,29.55
/mnt/r/308309.gcode,9466,0.95
/mnt/r/308692.gcode,931,4.95
/mnt/r/309181.gcode,678,2.75
/mnt/r/309517.gcode,35,0.35
/mnt/r/309564.gcode,1587,0.35
/mnt/r/310038.gcode,1145,0.55
/mnt/r/310060.gcode,431,0.35
/mnt/r/310193.gcode,2033,6.55
/mnt/r/310328.gcode,247,13.15
/mnt/r/310372.gcode,230,0.35
/mnt/r/310389.gcode,736,0.75
/mnt/r/310467.gcode,1133,0.75
/mnt/r/310495.gcode,513,0.95
/mnt/r/310506.gcode,1767,2.55
/mnt/r/31067.gcode,1967,3.35
/mnt/r/311584.gcode,739,28.15
/mnt/r/311671.gcode,1545,1.35
/mnt/r/312139.gcode,231,0.35
/mnt/r/31217.gcode,50,0.35
/mnt/r/312170.gcode,424,17.55
/mnt/r/312328.gcode,752,7.15
/mnt/r/312334.gcode,4724,2.15
/mnt/r/313051.gcode,5655,36.95
/mnt/r/313421.gcode,10960,1.15
/mnt/r/31362.gcode,352,0.35
/mnt/r/313728.gcode,77,2.95
/mnt/r/313951.gcode,964,5.55
/mnt/r/3140.gcode,584,48.35
/mnt/r/314741.gcode,2208,0.95
/mnt/r/315183.gcode,895,5.75
/mnt/r/315235.gcode,1443,0.55
/mnt/r/315262.gcode,1048,3.15
/mnt/r/315589.gcode,566,1.55
/mnt/r/315677.gcode,1119,5.75
/mnt/r/315832.gcode,749,2.55
/mnt/r/316300.gcode,386,2.55
/mnt/r/316481.gcode,630,0.95
/mnt/r/318091.gcode,1512,2.55
/mnt/r/318097.gcode,291,43.55
/mnt/r/31866.gcode,8602,2.95
/mnt/r/319555.gcode,8756,1.35
/mnt/r/319977.gcode,2268,2.15
/mnt/r/319992.gcode,1576,3.15
/mnt/r/320110.gcode,510,4.15
/mnt/r/320124.gcode,523,0.35
/mnt/r/320126.gcode,25,0.35
/mnt/r/320129.gcode,779,18.55
/mnt/r/320317.gcode,722,0.35
/mnt/r/320429.gcode,630,0.35
/mnt/r/320523.gcode,1084,3.75
/mnt/r/322504.gcode,811,5.75
/mnt/r/322532.gcode,0,None
/mnt/r/322560.gcode,651,4.55
/mnt/r/323073.gcode,6357,1.15
/mnt/r/323299.gcode,783,12.55
/mnt/r/323586.gcode,272,3.75
/mnt/r/32362.gcode,6671,7.75
/mnt/r/325298.gcode,5287,2.55
/mnt/r/325821.gcode,2764,2.75
/mnt/r/325982.gcode,2822,3.35
/mnt/r/326195.gcode,49,0.35
/mnt/r/326232.gcode,711,1.35
/mnt/r/326344.gcode,5024,0.75
/mnt/r/326419.gcode,739,5.15
/mnt/r/326459.gcode,1208,57.55
/mnt/r/329342.gcode,187,0.35
/mnt/r/329463.gcode,647,0.95
/mnt/r/329582.gcode,298,0.35
/mnt/r/329594.gcode,2702,0.35
/mnt/r/329681.gcode,2872,0.75
/mnt/r/32973.gcode,1213,0.75
/mnt/r/329949.gcode,601,0.95
/mnt/r/32995.gcode,690,14.75
/mnt/r/329997.gcode,967,5.75
/mnt/r/330118.gcode,1478,0.35
/mnt/r/330139.gcode,662,4.95
/mnt/r/330258.gcode,944,0.95
/mnt/r/33027.gcode,958,1.15
/mnt/r/330765.gcode,922,115.75
/mnt/r/331737.gcode,441,0.35
/mnt/r/331759.gcode,2008,0.35
/mnt/r/331854.gcode,3800,8.15
/mnt/r/332647.gcode,2130,2.15
/mnt/r/333289.gcode,2337,34.55
/mnt/r/335515.gcode,2764,0.55
/mnt/r/335540.gcode,1164,0.95
/mnt/r/335571.gcode,4438,1.35
/mnt/r/335749.gcode,1141,72.35
/mnt/r/339322.gcode,320,0.35
/mnt/r/33961.gcode,154,0.35
/mnt/r/339723.gcode,3373,12.55
/mnt/r/340883.gcode,585,0.35
/mnt/r/341195.gcode,2515,1.75
/mnt/r/341224.gcode,14370,3.15
/mnt/r/341470.gcode,2878,0.55
/mnt/r/34148.gcode,1486,1.35
/mnt/r/341547.gcode,53,1.35
/mnt/r/34155.gcode,87,0.35
/mnt/r/341561.gcode,306,0.55
/mnt/r/341619.gcode,9555,0.95
/mnt/r/342013.gcode,274,0.35
/mnt/r/342026.gcode,2642,1.55
/mnt/r/342427.gcode,648,1.55
/mnt/r/342615.gcode,320,14.55
/mnt/r/342639.gcode,0,None
/mnt/r/342648.gcode,3132,3.75
/mnt/r/347782.gcode,322,3.55
/mnt/r/347800.gcode,849,10.35
/mnt/r/34784.gcode,810,2.55
/mnt/r/34801.gcode,436,25.55
/mnt/r/348747.gcode,435,2.55
/mnt/r/348753.gcode,1866,16.95
/mnt/r/349134.gcode,4884,8.55
/mnt/r/349172.gcode,566,1.15
/mnt/r/349242.gcode,698,5.95
/mnt/r/349462.gcode,550,3.15
/mnt/r/349583.gcode,442,2.55
/mnt/r/349674.gcode,965,4.35
/mnt/r/350262.gcode,2971,2.15
/mnt/r/353089.gcode,3026,94.35
/mnt/r/360395.gcode,1476,2.15
/mnt/r/360719.gcode,402,46.15
/mnt/r/361725.gcode,671,1.15
/mnt/r/361743.gcode,1887,3.75
/mnt/r/361845.gcode,1353,0.95
/mnt/r/361905.gcode,4816,0.35
/mnt/r/36204.gcode,304,0.35
/mnt/r/362217.gcode,108,0.35
/mnt/r/362255.gcode,1452,1.35
/mnt/r/362639.gcode,1084,49.55
/mnt/r/363247.gcode,395,1.95
/mnt/r/363321.gcode,529,7.15
/mnt/r/363424.gcode,2438,0.95
/mnt/r/364167.gcode,6882,0.55
/mnt/r/364231.gcode,407,0.35
/mnt/r/364328.gcode,509,1.75
/mnt/r/364408.gcode,282,5.35
/mnt/r/364581.gcode,1802,0.95
/mnt/r/364587.gcode,0,None
/mnt/r/364662.gcode,11139,0.95
/mnt/r/364707.gcode,28,0.35
/mnt/r/36478.gcode,1008,18.75
/mnt/r/365050.gcode,79,7.75
/mnt/r/365246.gcode,2976,12.75
/mnt/r/367184.gcode,9933,2.15
/mnt/r/367376.gcode,287,12.55
/mnt/r/367405.gcode,859,17.55
/mnt/r/367428.gcode,1156,21.75
/mnt/r/368103.gcode,1177,2.55
/mnt/r/36814.gcode,228,0.95
/mnt/r/368300.gcode,0,None
/mnt/r/368303.gcode,1515,1.75
/mnt/r/36849.gcode,378,8.55
/mnt/r/368795.gcode,1453,3.55
/mnt/r/369141.gcode,0,None
/mnt/r/369221.gcode,1112,2.75
/mnt/r/36933.gcode,40,6.15
/mnt/r/369336.gcode,477,0.35
/mnt/r/369445.gcode,513,3.95
/mnt/r/369551.gcode,607,2.15
/mnt/r/369701.gcode,12655,1.35
/mnt/r/370021.gcode,2587,1.15
/mnt/r/370905.gcode,1189,59.55
/mnt/r/371729.gcode,343,15.95
/mnt/r/371753.gcode,3073,11.15
/mnt/r/373382.gcode,857,2.55
/mnt/r/373453.gcode,1391,0.55
/mnt/r/373457.gcode,32,3.55
/mnt/r/3735.gcode,815,2.55
/mnt/r/373789.gcode,2627,2.15
/mnt/r/373935.gcode,710,69.35
/mnt/r/376386.gcode,3755,9.15
/mnt/r/377744.gcode,266,4.75
/mnt/r/377756.gcode,1636,1.35
/mnt/r/381650.gcode,525,6.55
/mnt/r/381672.gcode,5148,4.55
/mnt/r/381772.gcode,135,6.15
/mnt/r/381937.gcode,108,12.95
/mnt/r/381948.gcode,402,2.55
/mnt/r/382011.gcode,340,2.55
/mnt/r/38203.gcode,1536,9.55
/mnt/r/382110.gcode,1998,0.75
/mnt/r/383261.gcode,3027,2.35
/mnt/r/383391.gcode,8060,1.75
/mnt/r/383674.gcode,1640,45.35
/mnt/r/386510.gcode,1973,0.35
/mnt/r/38676.gcode,28,0.35
/mnt/r/3869.gcode,1147,2.75
/mnt/r/387869.gcode,770,1.15
/mnt/r/387938.gcode,148,8.95
/mnt/r/387966.gcode,3074,10.55
/mnt/r/388955.gcode,627,0.35
/mnt/r/388958.gcode,266,0.35
/mnt/r/38898.gcode,816,2.95
/mnt/r/389066.gcode,312,19.75
/mnt/r/389435.gcode,1274,10.55
/mnt/r/389457.gcode,2220,0.35
/mnt/r/389574.gcode,395,5.55
/mnt/r/39060.gcode,342,0.35
/mnt/r/390688.gcode,1389,0.35
/mnt/r/390822.gcode,851,12.55
/mnt/r/390944.gcode,499,0.55
/mnt/r/391081.gcode,1451,35.55
/mnt/r/391438.gcode,982,5.75
/mnt/r/39150.gcode,2715,0.95
/mnt/r/391637.gcode,682,5.35
/mnt/r/391640.gcode,290,0.35
/mnt/r/39176.gcode,1361,8.55
/mnt/r/393292.gcode,1440,14.35
/mnt/r/393727.gcode,744,88.55
/mnt/r/394546.gcode,738,26.75
/mnt/r/395043.gcode,5200,3.55
/mnt/r/395421.gcode,333,1.55
/mnt/r/395427.gcode,472,39.35
/mnt/r/395436.gcode,1995,45.75
/mnt/r/396063.gcode,309,0.35
/mnt/r/396236.gcode,38,0.35
/mnt/r/396247.gcode,569,69.35
/mnt/r/396590.gcode,2359,1.35
/mnt/r/398990.gcode,373,25.55
/mnt/r/399063.gcode,636,20.15
/mnt/r/400856.gcode,6636,1.75
/mnt/r/401260.gcode,685,2.75
/mnt/r/401456.gcode,75,14.95
/mnt/r/40147.gcode,84,0.35
/mnt/r/401493.gcode,365,10.55
/mnt/r/401668.gcode,1032,0.35
/mnt/r/401699.gcode,200,0.35
/mnt/r/401722.gcode,538,0.35
/mnt/r/402081.gcode,648,3.55
/mnt/r/402255.gcode,937,9.55
/mnt/r/402553.gcode,784,3.35
/mnt/r/402566.gcode,1830,2.55
/mnt/r/402588.gcode,1697,10.55
/mnt/r/402733.gcode,1978,1.15
/mnt/r/402846.gcode,4491,28.15
/mnt/r/403493.gcode,1156,34.55
/mnt/r/404358.gcode,2659,0.35
/mnt/r/404399.gcode,1114,24.55
/mnt/r/404777.gcode,821,15.35
/mnt/r/404813.gcode,150,2.35
/mnt/r/404822.gcode,185,20.75
/mnt/r/404846.gcode,2227,3.55
/mnt/r/404977.gcode,1359,1.15
/mnt/r/405325.gcode,505,18.35
/mnt/r/405344.gcode,1218,0.35
/mnt/r/405518.gcode,1162,0.95
/mnt/r/405680.gcode,188,1.55
/mnt/r/405824.gcode,3889,3.15
/mnt/r/406878.gcode,3021,1.15
/mnt/r/407052.gcode,2418,0.95
/mnt/r/407088.gcode,3732,9.35
/mnt/r/409421.gcode,2070,3.35
/mnt/r/40981.gcode,432,0.35
/mnt/r/409847.gcode,1233,0.95
/mnt/r/410015.gcode,1635,3.35
/mnt/r/41025.gcode,625,1.15
/mnt/r/410928.gcode,702,48.15
/mnt/r/411181.gcode,12178,1.35
/mnt/r/411401.gcode,10166,1.55
/mnt/r/411620.gcode,139,1.55
/mnt/r/411678.gcode,1072,5.75
/mnt/r/411770.gcode,988,5.75
/mnt/r/411821.gcode,791,0.35
/mnt/r/411845.gcode,38,0.35
/mnt/r/411859.gcode,2081,1.35
/mnt/r/411969.gcode,2456,0.95
/mnt/r/411974.gcode,1551,8.15
/mnt/r/411985.gcode,376,15.75
/mnt/r/41203.gcode,577,0.95
/mnt/r/412128.gcode,980,2.55
/mnt/r/412146.gcode,2190,0.95
/mnt/r/412427.gcode,1111,0.35
/mnt/r/41270.gcode,244,0.95
/mnt/r/412923.gcode,1027,2.95
/mnt/r/413157.gcode,258,0.35
/mnt/r/413176.gcode,1336,5.75
/mnt/r/41343.gcode,355,28.75
/mnt/r/41382.gcode,723,4.15
/mnt/r/413854.gcode,1359,3.95
/mnt/r/414165.gcode,2128,0.55
/mnt/r/414182.gcode,2851,6.55
/mnt/r/41628.gcode,6628,10.95
/mnt/r/417961.gcode,414,1.15
/mnt/r/418254.gcode,1464,0.75
/mnt/r/418436.gcode,2210,3.95
/mnt/r/42105.gcode,371,0.35
/mnt/r/4212.gcode,2209,0.95
/mnt/r/421834.gcode,3848,1.15
/mnt/r/421888.gcode,9394,0.95
/mnt/r/426128.gcode,2831,34.55
/mnt/r/428661.gcode,2540,13.55
/mnt/r/431286.gcode,1590,9.55
/mnt/r/431359.gcode,253,15.55
/mnt/r/432681.gcode,7236,0.55
/mnt/r/432701.gcode,1453,0.95
/mnt/r/432926.gcode,39,0.35
/mnt/r/43293.gcode,1996,4.75
/mnt/r/43520.gcode,342,5.15
/mnt/r/435667.gcode,3202,34.55
/mnt/r/438145.gcode,1037,0.55
/mnt/r/438449.gcode,14387,0.75
/mnt/r/438723.gcode,882,1.55
/mnt/r/438792.gcode,3167,1.55
/mnt/r/439289.gcode,542,2.75
/mnt/r/439304.gcode,624,2.75
/mnt/r/439339.gcode,602,8.75
/mnt/r/4394.gcode,348,7.55
/mnt/r/439535.gcode,9427,1.15
/mnt/r/440395.gcode,2582,1.55
/mnt/r/443170.gcode,25,0.35
/mnt/r/443297.gcode,58,0.35
/mnt/r/443437.gcode,2989,4.15
/mnt/r/446725.gcode,1579,3.55
/mnt/r/446917.gcode,4702,1.75
/mnt/r/446955.gcode,1834,3.15
/mnt/r/44790.gcode,1486,2.55
/mnt/r/44853.gcode,2164,69.55
/mnt/r/453338.gcode,1244,1.55
/mnt/r/453364.gcode,9040,2.55
/mnt/r/453450.gcode,0,None
/mnt/r/45346.gcode,942,32.15
/mnt/r/454565.gcode,4417,4.55
/mnt/r/454775.gcode,4125,0.55
/mnt/r/455050.gcode,1053,4.95
/mnt/r/455113.gcode,4599,3.55
/mnt/r/455124.gcode,2682,2.55
/mnt/r/455184.gcode,1021,0.95
/mnt/r/455250.gcode,1218,0.35
/mnt/r/455395.gcode,2958,34.55
/mnt/r/456956.gcode,808,3.15
/mnt/r/457948.gcode,1102,36.75
/mnt/r/458102.gcode,3924,6.55
/mnt/r/458586.gcode,892,1.95
/mnt/r/45868.gcode,22817,2.15
/mnt/r/462787.gcode,155,0.35
/mnt/r/462790.gcode,284,7.55
/mnt/r/463046.gcode,3971,11.15
/mnt/r/464606.gcode,117,0.35
/mnt/r/464655.gcode,14063,1.55
/mnt/r/465124.gcode,1774,9.55
/mnt/r/465197.gcode,5373,0.95
/mnt/r/46652.gcode,1667,2.15
/mnt/r/466597.gcode,4059,1.55
/mnt/r/466934.gcode,16074,1.55
/mnt/r/467219.gcode,512,1.15
/mnt/r/467339.gcode,1357,0.35
/mnt/r/467389.gcode,691,0.35
/mnt/r/467949.gcode,2313,1.75
/mnt/r/467995.gcode,119,19.55
/mnt/r/468456.gcode,75,6.75
/mnt/r/468596.gcode,1006,7.95
/mnt/r/468751.gcode,2135,32.55
/mnt/r/469232.gcode,1220,15.35
/mnt/r/469548.gcode,1955,0.95
/mnt/r/469738.gcode,723,63.75
/mnt/r/470437.gcode,9231,2.55
/mnt/r/472598.gcode,840,0.95
/mnt/r/472935.gcode,876,0.95
/mnt/r/472976.gcode,519,0.35
/mnt/r/473065.gcode,9936,1.35
/mnt/r/47324.gcode,3748,4.55
/mnt/r/474748.gcode,482,23.15
/mnt/r/474794.gcode,1503,0.75
/mnt/r/475011.gcode,409,1.15
/mnt/r/475074.gcode,1819,1.55
/mnt/r/475085.gcode,1136,0.35
/mnt/r/475110.gcode,1072,1.15
/mnt/r/475120.gcode,781,1.15
/mnt/r/475210.gcode,602,2.15
/mnt/r/475233.gcode,0,None
/mnt/r/475241.gcode,743,0.35
/mnt/r/475316.gcode,568,4.55
/mnt/r/475319.gcode,1106,14.35
/mnt/r/475776.gcode,1357,2.55
/mnt/r/475846.gcode,1487,1.75
/mnt/r/476152.gcode,953,10.35
/mnt/r/47643.gcode,737,5.75
/mnt/r/476619.gcode,3631,2.95
/mnt/r/476813.gcode,296,0.35
/mnt/r/477048.gcode,328,0.75
/mnt/r/477068.gcode,124,14.95
/mnt/r/477152.gcode,414,1.95
/mnt/r/477271.gcode,1026,1.15
/mnt/r/477328.gcode,1566,0.35
/mnt/r/477382.gcode,270,21.75
/mnt/r/477621.gcode,511,2.55
/mnt/r/477666.gcode,823,1.15
/mnt/r/477721.gcode,636,7.75
/mnt/r/477978.gcode,314,1.35
/mnt/r/478066.gcode,900,3.75
/mnt/r/478793.gcode,2344,4.35
/mnt/r/478809.gcode,1409,0.95
/mnt/r/479300.gcode,713,2.55
/mnt/r/47945.gcode,9427,1.15
/mnt/r/479982.gcode,434,5.95
/mnt/r/48014.gcode,823,0.35
/mnt/r/480356.gcode,14240,9.95
/mnt/r/482101.gcode,1934,1.15
/mnt/r/48218.gcode,956,1.15
/mnt/r/482242.gcode,10922,1.95
/mnt/r/482611.gcode,1483,18.35
/mnt/r/483135.gcode,642,4.75
/mnt/r/483492.gcode,419,101.15
/mnt/r/483660.gcode,783,4.55
/mnt/r/483807.gcode,1037,5.95
/mnt/r/484142.gcode,422,17.35
/mnt/r/484193.gcode,83,0.35
/mnt/r/484389.gcode,392,2.15
/mnt/r/484487.gcode,647,15.35
/mnt/r/484659.gcode,326,31.35
/mnt/r/484826.gcode,2615,0.95
/mnt/r/485065.gcode,823,0.35
/mnt/r/485213.gcode,2561,1.95
/mnt/r/485261.gcode,565,7.15
/mnt/r/485293.gcode,3626,0.95
/mnt/r/487199.gcode,2075,0.75
/mnt/r/487261.gcode,3626,0.95
/mnt/r/48972.gcode,1289,58.15
/mnt/r/491528.gcode,3408,0.35
/mnt/r/497663.gcode,1375,3.55
/mnt/r/498021.gcode,771,2.15
/mnt/r/498395.gcode,1790,2.75
/mnt/r/499005.gcode,1079,13.95
/mnt/r/501766.gcode,588,4.55
/mnt/r/502144.gcode,12214,0.75
/mnt/r/502474.gcode,65,0.35
/mnt/r/502476.gcode,1179,4.95
/mnt/r/502481.gcode,2804,8.35
/mnt/r/502505.gcode,361,0.35
/mnt/r/502552.gcode,3430,1.55
/mnt/r/502595.gcode,2795,0.75
/mnt/r/503112.gcode,9736,1.15
/mnt/r/503495.gcode,809,0.35
/mnt/r/503774.gcode,2776,4.55
/mnt/r/504203.gcode,8301,0.75
/mnt/r/504384.gcode,873,2.15
/mnt/r/505005.gcode,720,6.15
/mnt/r/505300.gcode,75,0.35
/mnt/r/505763.gcode,603,0.95
/mnt/r/506614.gcode,439,10.15
/mnt/r/507.gcode,442,0.35
/mnt/r/507018.gcode,1145,2.95
/mnt/r/507040.gcode,358,3.55
/mnt/r/507046.gcode,164,6.15
/mnt/r/50709.gcode,721,6.15
/mnt/r/507214.gcode,6608,2.35
/mnt/r/507775.gcode,4890,2.35
/mnt/r/507927.gcode,1404,21.15
/mnt/r/508039.gcode,2420,14.15
/mnt/r/5083.gcode,1027,27.55
/mnt/r/509320.gcode,2640,5.15
/mnt/r/510868.gcode,2236,3.75
/mnt/r/510869.gcode,1108,3.75
/mnt/r/511174.gcode,949,1.15
/mnt/r/51167.gcode,830,0.75
/mnt/r/511766.gcode,872,4.15
/mnt/r/512640.gcode,2157,2.55
/mnt/r/512730.gcode,6062,31.15
/mnt/r/516703.gcode,931,2.55
/mnt/r/516754.gcode,328,4.55
/mnt/r/5169.gcode,1664,5.15
/mnt/r/517586.gcode,332,0.95
/mnt/r/517750.gcode,1945,0.95
/mnt/r/517889.gcode,1214,0.95
/mnt/r/518032.gcode,1193,0.95
/mnt/r/518166.gcode,56,0.35
/mnt/r/518249.gcode,200,0.35
/mnt/r/5184.gcode,821,1.75
/mnt/r/518503.gcode,844,6.55
/mnt/r/519319.gcode,3443,2.55
/mnt/r/519782.gcode,404,6.75
/mnt/r/520026.gcode,4090,0.75
/mnt/r/520192.gcode,460,2.55
